Date,Close/Last,Volume,Open,High,Low
04/21/2021,$325.95,3740101,$324.96,$327.91,$323.885
04/20/2021,$323.96,4462880,$326,$327.69,$322.16
04/19/2021,$326.85,4494282,$326.49,$328.83,$325.44
04/16/2021,$328.08,6213121,$324.84,$328.67,$323.935
04/15/2021,$322.74,3508216,$320.21,$323.4,$320.05
04/14/2021,$320.02,3440628,$319.71,$322.7,$319.29
04/13/2021,$320.4,3635055,$320.53,$320.9,$317
04/12/2021,$320.79,3556832,$317.72,$321.31,$317.31
04/09/2021,$319.23,4607758,$315.37,$319.32,$314.75
04/08/2021,$314.43,4035628,$312.7,$315.2499,$310.59
04/07/2021,$312.47,3799321,$312.84,$315.14,$310.93
04/06/2021,$313.78,3988628,$313.61,$315.94,$313.13
04/05/2021,$315.4,4697182,$309.84,$315.85,$309.74
04/01/2021,$307.75,3923902,$306.88,$308.55,$303.89
03/31/2021,$305.25,4744061,$305.5,$308.02,$304.14
03/30/2021,$304.82,5045414,$301.65,$305.68,$300.035
03/29/2021,$302.2,4642897,$303.3,$305.55,$299.93
03/26/2021,$303.81,5865920,$297.34,$304,$296.03
03/25/2021,$297.18,5373520,$293.03,$297.8787,$292.455
03/24/2021,$292.75,4841970,$289.26,$296.779,$288.99
03/23/2021,$289.98,4801240,$289.61,$293.427,$288.94
03/22/2021,$288.94,5564677,$286.5,$290.33,$284.2
03/19/2021,$289.1,13729250,$283.64,$289.1,$282.43
03/18/2021,$283.16,4808075,$279.03,$285.47,$277.7601
03/17/2021,$280.03,5908380,$281.14,$283.88,$279.25
03/16/2021,$282.08,4458875,$278.54,$282.52,$277.65
03/15/2021,$278.54,4356177,$274.5,$279.6527,$274.34
03/12/2021,$273.1,4190460,$267.45,$273.81,$266.76
03/11/2021,$268.85,4371269,$268.6,$270.78,$267.2
03/10/2021,$266.24,3798409,$265.92,$268.75,$264.08
03/09/2021,$264.96,6625292,$262.73,$267.5685,$261.79
03/08/2021,$259.03,5037359,$254.23,$263.23,$252.52
03/05/2021,$253.52,6351823,$252.26,$254.2,$246.59
03/04/2021,$250.93,7154940,$256,$256.86,$247.1
03/03/2021,$257.36,4257543,$259.28,$260.5,$256.01
03/02/2021,$260.29,3740283,$261.68,$263.1099,$259.7701
03/01/2021,$261.62,4530280,$258.81,$262.48,$258.4739
02/26/2021,$258.34,7871183,$257.77,$260.24,$256.1105
02/25/2021,$255.25,6545422,$259.75,$260.9,$254.71
02/24/2021,$259.97,14512740,$263.23,$266.99,$254.03
02/23/2021,$267.24,12111050,$269.38,$269.67,$257.58
02/22/2021,$275.85,3995469,$278.21,$278.49,$273.63
02/19/2021,$279.64,4079946,$282.87,$283.91,$279.44
02/18/2021,$283.05,3531964,$280.8,$284.68,$279.83
02/17/2021,$280.92,3537815,$275.54,$281.79,$275.4
02/16/2021,$275.39,2873454,$277.01,$278.63,$274.88
02/12/2021,$277.51,2392184,$277.12,$278.71,$276.58
02/11/2021,$277.06,2595287,$277.93,$280.25,$276.01
02/10/2021,$278.69,2410575,$278.03,$278.93,$276.25
02/09/2021,$276.77,2507751,$279.66,$280.2,$276.62
02/08/2021,$280.03,3475827,$279.69,$280.4194,$276.8895
02/05/2021,$278.86,2389915,$280.29,$281.7599,$277.81
02/04/2021,$278.82,2975976,$274.25,$279.44,$274.25
02/03/2021,$274.17,2802674,$271.89,$275.72,$270.715
02/02/2021,$272.16,4111756,$270,$275.69,$269.99
02/01/2021,$270.07,3707825,$271.23,$272.65,$267.2533
01/29/2021,$270.82,4079485,$275.81,$277.06,$270.03
01/28/2021,$278.05,3462967,$276.17,$282.96,$274.93
01/27/2021,$274.05,4336987,$279.99,$280.8099,$273.08
01/26/2021,$282.6,2472211,$285.42,$285.65,$281.695
01/25/2021,$285.08,4025905,$283.85,$285.77,$281.42
01/22/2021,$284,4501941,$279.26,$285.08,$277.87
01/21/2021,$279.05,4401230,$276.22,$280.7,$275.67
01/20/2021,$274.3,3498412,$273.25,$277.21,$271.5
01/19/2021,$273.19,3615794,$278,$278,$273.02
01/15/2021,$275.59,5131741,$268.63,$276.39,$268
01/14/2021,$268.34,4641421,$274.5,$274.895,$267.67
01/13/2021,$274.05,3921418,$278.31,$280.48,$273.94
01/12/2021,$276.33,4030946,$271.11,$277.939,$270.655
01/11/2021,$271.23,3765227,$267.47,$273.37,$267.26
01/08/2021,$269.09,3757709,$267.35,$270.7325,$267
01/07/2021,$266.26,3833249,$266.95,$268.783,$266.17
01/06/2021,$267.57,3949198,$264.06,$269.77,$261.87
01/05/2021,$266.05,3822639,$262.66,$266.53,$262.26
01/04/2021,$263.92,5001983,$266.01,$266.4446,$261.06
12/31/2020,$265.62,2608139,$265.57,$265.95,$263.58
12/30/2020,$265.26,2511385,$266.11,$267.3,$264.92
12/29/2020,$266.19,2572074,$269.98,$270.46,$265.07
12/28/2020,$269.25,2633841,$272.17,$272.25,$269.24
12/24/2020,$270.92,1093947,$269.44,$271.36,$269.4
12/23/2020,$269.81,2337149,$270.06,$271,$268.2
12/22/2020,$270.04,3143451,$270.06,$271.36,$268.51
12/21/2020,$270.99,4339037,$268.56,$271.95,$265.88
12/18/2020,$270.45,9817032,$274.59,$275.74,$270.3
12/17/2020,$273.97,4247048,$272.16,$274.33,$271.3
12/16/2020,$269.59,4669578,$268.53,$270.75,$267.51
12/15/2020,$267.98,3756037,$267.51,$268.7628,$266.2
12/14/2020,$265.58,4576775,$266.14,$268.5999,$265.27
12/11/2020,$264.55,3454512,$263.36,$265.3618,$262.646
12/10/2020,$264.81,4234320,$264.08,$266.07,$262.11
12/09/2020,$265.58,4550125,$264.61,$265.7708,$262.25
12/08/2020,$261.72,5338142,$261.72,$262.5,$258.73
12/07/2020,$262.64,6378989,$263.5,$264.5,$261
12/04/2020,$263.99,7732829,$267.47,$268.73,$262.82
12/03/2020,$268.14,4168929,$270.63,$271.93,$267.14
12/02/2020,$271.1,4168645,$273.97,$274.11,$269.57
12/01/2020,$276.6,3944872,$278.73,$278.95,$275.55
11/30/2020,$277.41,4624131,$275.22,$277.76,$271.92
11/27/2020,$275.99,1625328,$275.24,$276.58,$274.36
11/25/2020,$273.96,3001748,$273.48,$274.74,$271.212
11/24/2020,$273.31,4775318,$274,$275.545,$272.57
11/23/2020,$271.4,3294219,$270.01,$273.689,$269.55
11/20/2020,$269.81,4112543,$271.45,$272.37,$268.87
11/19/2020,$270.93,3929422,$270.42,$272.38,$268.7
11/18/2020,$269.83,5122219,$270.5,$275.38,$269
11/17/2020,$272.47,8532219,$272.1,$273.529,$269.4001
11/16/2020,$279.57,5360160,$279.18,$281.29,$276.4
11/13/2020,$277.17,3941687,$276.42,$279.73,$275.26
11/12/2020,$276.24,3820310,$283,$283.6943,$273.84
11/11/2020,$277.75,2987878,$277.32,$281.69,$276.1701
11/10/2020,$275.57,4828522,$272.785,$275.79,$269.25
11/09/2020,$269.97,7856419,$287.98,$288.42,$269.47
11/06/2020,$284.24,2839134,$286.73,$286.7799,$282.85
11/05/2020,$285.85,2516570,$288.35,$288.998,$284.08
11/04/2020,$282.72,3525318,$276.76,$287.04,$276.01
11/03/2020,$277.37,3037485,$274.85,$279.53,$273.72
11/02/2020,$270.74,2956798,$270.15,$274.78,$268.52
10/30/2020,$266.71,3874571,$268.82,$269.62,$262.03
10/29/2020,$269.63,2872501,$269.69,$273.7,$267.3119
10/28/2020,$269.72,3255851,$270.25,$273.6696,$268.6901
10/27/2020,$276.84,3014280,$276.99,$279.73,$276.1157
10/26/2020,$276.04,2911876,$279.64,$281.5299,$272
10/23/2020,$283,1750747,$282.38,$283.19,$279.55
10/22/2020,$281.16,2787332,$283.93,$285.68,$280.65
10/21/2020,$284.51,2304473,$285.39,$288.0187,$283.28
10/20/2020,$286.04,2281770,$285.14,$289.79,$284.13
10/19/2020,$283.73,2428441,$289.76,$290.11,$283.38
10/16/2020,$287.66,3109401,$288.25,$292.655,$287.25
10/15/2020,$287.54,2700137,$284.12,$290.25,$283.12
10/14/2020,$287.09,2221184,$289.51,$290.3,$285.15
10/13/2020,$290.36,2699882,$285.7,$290.77,$285.7
10/12/2020,$286.91,2411899,$287.39,$288.33,$286.06
10/09/2020,$285.92,2240096,$285.47,$287.28,$284.09
10/08/2020,$284.52,2256215,$283.84,$284.95,$281.1707
10/07/2020,$282.79,3423651,$280.85,$284,$280
10/06/2020,$276.47,2992517,$282.5,$283,$275.77
10/05/2020,$282.1,2330743,$280.92,$282.42,$279.7
10/02/2020,$279.31,2943577,$274.94,$281.08,$274.1032
10/01/2020,$277.62,2696923,$279.44,$280,$275.85
09/30/2020,$277.71,4779076,$273.48,$279.915,$272.52
09/29/2020,$272.11,2049239,$273.4,$273.8415,$271.1138
09/28/2020,$272.33,3061079,$271.93,$274.22,$270.3
09/25/2020,$268.55,2457922,$264.19,$270.15,$263.9194
09/24/2020,$265.7,3095558,$265.71,$269.7,$263.8801
09/23/2020,$266.55,4467612,$275.42,$276.62,$264.685
09/22/2020,$273.31,2972025,$271.68,$273.52,$270.63
09/21/2020,$272.35,3547977,$271.87,$272.8999,$266.53
09/18/2020,$275.19,6072932,$278.41,$279.835,$270.81
09/17/2020,$279.96,3166910,$277.91,$282.72,$276.96
09/16/2020,$281.63,3380045,$285.61,$286.58,$280.6801
09/15/2020,$285.58,4174935,$283.04,$286.7,$282.38
09/14/2020,$280.65,3055846,$278.55,$282.46,$278.015
09/11/2020,$276.33,3729223,$273.98,$277.98,$273.46
09/10/2020,$272.7,3156250,$278.01,$280.98,$271.17
09/09/2020,$277.04,4754651,$272.46,$279.74,$271.75
09/08/2020,$269.26,5241197,$267.11,$271.04,$262.81
09/04/2020,$269.66,5253456,$275.55,$276.77,$264.6727
09/03/2020,$274.63,5380082,$287.3,$287.7,$272.17
09/02/2020,$287.2,3464637,$284.85,$288.04,$283.6
09/01/2020,$285.94,3238088,$284.03,$286.68,$283.5
08/31/2020,$285.04,4105437,$285,$286.69,$282.87
08/28/2020,$286.29,3100102,$288.31,$288.83,$284.77
08/27/2020,$288.63,3430926,$292.22,$292.95,$286.56
08/26/2020,$291.93,4001938,$287.73,$292.12,$286.275
08/25/2020,$286.13,2854466,$287.27,$287.48,$283.885
08/24/2020,$286.75,4430864,$284.99,$286.85,$281.9223
08/21/2020,$283.23,5504045,$279.97,$283.55,$278.42
08/20/2020,$280.68,3529991,$280.535,$281.91,$279.4351
08/19/2020,$282.86,4986759,$287.46,$287.97,$281.93
08/18/2020,$285,6934290,$288.9,$290.58,$283.04
08/17/2020,$288.24,5584428,$284.4,$289.2172,$283.57
08/14/2020,$280.55,2490422,$281.14,$282,$279.19
08/13/2020,$281.66,2202427,$281.16,$282.655,$279.74
08/12/2020,$281.58,3869967,$279.75,$282.9673,$276.96
08/11/2020,$274.92,3321260,$277.69,$279.37,$274.41
08/10/2020,$274.73,2393112,$272.42,$275,$271.795
08/07/2020,$271.64,2846290,$270.61,$274.9199,$269.81
08/06/2020,$269.37,2203428,$266.6,$270.44,$266.53
08/05/2020,$267.48,1963860,$268.39,$268.39,$265.89
08/04/2020,$267.87,2223957,$266.63,$267.89,$263.84
08/03/2020,$266.18,2364447,$266.73,$268.58,$265.67
07/31/2020,$265.49,3640388,$265,$267.17,$260.61
07/30/2020,$266.31,2347799,$263.34,$267.345,$261.55
07/29/2020,$264.66,2874097,$264.8,$267.105,$264.17
07/28/2020,$265.28,2226974,$268.56,$269.07,$264.6694
07/27/2020,$267.42,2412476,$265.09,$268.68,$265.09
07/24/2020,$265.31,2984507,$265.04,$266.89,$262.99
07/23/2020,$263.81,2680102,$267.8,$267.8,$261.8
07/22/2020,$265.17,2749966,$262.59,$265.59,$262
07/21/2020,$262.42,2440478,$261.62,$263.87,$260.72
07/20/2020,$260.17,2451072,$259.04,$261.2,$258.02
07/17/2020,$260.38,3094992,$260.03,$260.65,$257.72
07/16/2020,$258.08,2511224,$256.76,$260.5,$256
07/15/2020,$257.8,4343650,$260.14,$261.2878,$255.15
07/14/2020,$257.79,4614212,$249,$258.18,$248.46
07/13/2020,$249.62,4437469,$251.92,$257.86,$249.09
07/10/2020,$250.11,2745258,$248.29,$250.33,$246.635
07/09/2020,$247.96,2994695,$249.66,$250.51,$246.35
07/08/2020,$249.17,2293978,$247.87,$249.785,$246.22
07/07/2020,$247.35,2927762,$247.37,$250.78,$247.07
07/06/2020,$249.55,3133849,$250.27,$251.5,$247.04
07/02/2020,$248.5,3369796,$251.94,$252.3,$247.92
07/01/2020,$248.15,3677252,$249.65,$250.3295,$246.93
06/30/2020,$250.51,4524580,$247,$251.65,$246.09
06/29/2020,$246.12,3468293,$242.66,$246.5,$240.3401
06/26/2020,$241.01,5002690,$245.35,$246.1,$240.25
06/25/2020,$245.38,2938448,$244.8,$246.35,$242.2
06/24/2020,$246.13,3873027,$247.81,$250.2873,$242.73
06/23/2020,$250.31,3105348,$253,$253.44,$250.13
06/22/2020,$249.16,3815172,$245.7,$250.06,$245.51
06/19/2020,$246.65,11114630,$253.1,$254.3,$246.38
06/18/2020,$249.21,3347826,$249.36,$251.75,$247.13
06/17/2020,$250.85,4234003,$252.77,$254.62,$250.08
06/16/2020,$249.95,5296424,$249.4,$251.65,$242.87
06/15/2020,$241.36,6253342,$237.62,$242.2199,$234.31
06/12/2020,$242.45,5238493,$243.07,$246.39,$237.05
06/11/2020,$239.47,6563710,$248.86,$250.62,$238.74
06/10/2020,$254.45,3589810,$257.45,$259.2867,$254.22
06/09/2020,$256.76,3716430,$255.33,$258.29,$253.86
06/08/2020,$256.77,3811872,$252.49,$256.81,$252.26
06/05/2020,$254.9,5054333,$252.34,$255.85,$250.38
06/04/2020,$248.95,4759381,$249.77,$252.173,$247.47
06/03/2020,$251,4638114,$251.8,$252.825,$250.3913
06/02/2020,$252.71,5301049,$248.63,$252.72,$247
06/01/2020,$247.29,3409936,$249.41,$249.78,$245.87
05/29/2020,$248.48,5342824,$245.06,$249.71,$244.73
05/28/2020,$245.14,5261750,$249.52,$252.23,$244.43
05/27/2020,$247.36,4664800,$242.69,$247.39,$240.78
05/26/2020,$242.48,4535235,$248.15,$248.22,$242.07
05/22/2020,$241.88,3041768,$240.7,$242.34,$238.655
05/21/2020,$240.88,4772695,$237.62,$241.18,$235.79
05/20/2020,$238.19,7534153,$242,$242.27,$234.95
05/19/2020,$238.1,9386987,$240.45,$242.46,$237.8
05/18/2020,$245.35,8341251,$245.84,$248.3199,$244.04
05/15/2020,$239.33,16176260,$232.79,$243.23,$232.7
05/14/2020,$234.48,6434481,$226.37,$234.66,$226.2
05/13/2020,$230.1,6237154,$233.04,$236.3,$228.544
05/12/2020,$232.9,4399618,$238.57,$239.25,$232.9
05/11/2020,$236.56,4378313,$231.77,$238.77,$231.25
05/08/2020,$234.43,4367213,$232.7,$235.55,$231.15
05/07/2020,$229.45,4503029,$226.51,$231.6315,$226.4201
05/06/2020,$223.92,3321131,$227.37,$228.44,$223.8
05/05/2020,$225.61,4655164,$224.94,$228.85,$223.61
05/04/2020,$221.84,4090943,$216.68,$222.66,$215.21
05/01/2020,$218.57,3819299,$216.77,$219.7,$215.77
04/30/2020,$219.83,5152681,$216.79,$222.11,$216.52
04/29/2020,$221.81,4381069,$221.34,$224.17,$219.82
04/28/2020,$217.63,5080746,$223.99,$224.22,$216.91
04/27/2020,$217.76,5472779,$215.04,$220.94,$214.01
04/24/2020,$212.18,5026219,$204.73,$212.93,$203.85
04/23/2020,$202.32,3565518,$203.32,$206.97,$202.19
04/22/2020,$204.17,4071352,$201.89,$205.71,$201.14
04/21/2020,$200.61,4844962,$200.75,$204.34,$199.51
04/20/2020,$206.05,4753058,$206.13,$211.03,$205.36
04/17/2020,$209.42,6717580,$207.17,$210.25,$206.1631
04/16/2020,$199.85,7262770,$199.12,$202.21,$196.82
04/15/2020,$198.48,5693945,$198.67,$202.2351,$196.6141
04/14/2020,$207.17,5655443,$201.88,$209.725,$200.13
04/13/2020,$198.79,4415560,$200.45,$200.45,$195.37
04/09/2020,$201.53,7125726,$199.8,$205.99,$196.5
04/08/2020,$194.82,6094736,$194.21,$196.77,$191.54
04/07/2020,$192.29,6438763,$202.92,$204.11,$191.85
04/06/2020,$191.33,7454001,$188,$192.41,$185.1273
04/03/2020,$178.7,7299814,$179.56,$181.35,$174.94
04/02/2020,$181.31,6353948,$174.95,$182.72,$174
04/01/2020,$178.63,7858183,$175.91,$182.76,$175
03/31/2020,$186.71,7341134,$194.8,$195.49,$185.45
03/30/2020,$196.1,6936746,$190.57,$198.2,$187.61
03/27/2020,$190.55,7121658,$188.49,$196.3827,$186.5
03/26/2020,$195.21,10174080,$183.49,$198.2,$182.5
03/25/2020,$181.76,11497380,$184.42,$191.545,$180
03/24/2020,$184.72,14676620,$173.39,$185.67,$172.01
03/23/2020,$162.39,12241620,$150.06,$164.93,$146.34
03/20/2020,$152.15,12602420,$162.78,$170.22,$151.81
03/19/2020,$161.13,13499060,$153.16,$162.91,$142
03/18/2020,$155.63,14681870,$159.8,$162.33,$140.63
03/17/2020,$173.64,16234410,$168.21,$174.78,$155.3
03/16/2020,$164.96,12536630,$181.97,$186.1,$163.11
03/13/2020,$205.67,10292300,$200.45,$205.82,$190
03/12/2020,$190.59,10928670,$195.41,$206.58,$184.84
03/11/2020,$212.89,7261975,$217.3,$219.15,$210.5
03/10/2020,$225.7,7206600,$217.21,$225.83,$211
03/09/2020,$210.46,10120510,$213.87,$216.18,$207.25
03/06/2020,$228.51,7400162,$227.57,$230.29,$222.25
03/05/2020,$234.81,6473854,$236.6,$239.6099,$233.15
03/04/2020,$241.08,6769978,$233.01,$241.32,$231.8
03/03/2020,$227.94,8432488,$230.03,$235.82,$225.5705
03/02/2020,$229.94,7150821,$219.98,$230,$218.49
02/28/2020,$217.84,11814660,$218.63,$221.0599,$212.33
02/27/2020,$224.73,7612793,$231.07,$234.82,$224.57
02/26/2020,$235.28,6965709,$239.1,$241.0407,$234.32
02/25/2020,$237.38,8061529,$246.1,$246.97,$236.48
02/24/2020,$239.7,5350146,$238.48,$243.11,$237.7
02/21/2020,$245.34,3881083,$246.5,$247.36,$244
02/20/2020,$247.02,3701834,$243.69,$247.12,$242.15
02/19/2020,$243.64,2713341,$244.91,$245.5,$243.01
02/18/2020,$243.94,2893400,$244.84,$246.11,$243.16
02/14/2020,$245.03,2841585,$243.44,$245.2,$242.63
02/13/2020,$242.36,2468189,$240.97,$243.6,$240.4
02/12/2020,$241.59,3592140,$242.13,$242.3003,$238.84
02/11/2020,$241.64,2692405,$240.61,$242.45,$240.2035
02/10/2020,$240.61,2568037,$236.6,$240.61,$236.18
02/07/2020,$237.3,2456067,$238.84,$239.5299,$236.52
02/06/2020,$238.84,3930383,$238,$239.405,$237.48
02/05/2020,$238.11,3868791,$237.1,$238.32,$235.86
02/04/2020,$235,3505081,$234.03,$236.36,$234.03
02/03/2020,$231.54,5101207,$230.3,$233.53,$229.35
01/31/2020,$228.1,5304743,$232.96,$233.233,$227.89
01/30/2020,$232.79,4685674,$232,$233.295,$231.57
01/29/2020,$234.02,2564540,$234.9,$235.88,$233.4
01/28/2020,$233.86,3622093,$231.82,$235.25,$231.35
01/27/2020,$231.19,3595928,$228.2,$232.47,$228.2
01/24/2020,$232,4467501,$234.46,$235.43,$230.56
01/23/2020,$233.65,4617883,$232.13,$234.8167,$230.64
01/22/2020,$232.9,4030827,$233.79,$236.53,$232.8759
01/21/2020,$232.95,4873853,$231.53,$233.66,$231.06
01/17/2020,$231.91,7979597,$229.61,$232.6,$228.91
01/16/2020,$228.82,5390755,$225.93,$228.86,$225.4
01/15/2020,$224.59,3444310,$222.28,$224.98,$222.13
01/14/2020,$222.81,3916025,$222.48,$224.9458,$222.31
01/13/2020,$223.34,6061943,$224.5,$224.51,$222.68
01/10/2020,$224.22,4226760,$224.75,$225.49,$223.03
01/09/2020,$225.19,4844154,$222.64,$225.55,$221.85
01/08/2020,$221.79,4916829,$218.8,$222.97,$218.665
01/07/2020,$218.52,5696660,$219.5,$220.56,$216.9
01/06/2020,$219.96,5683576,$216.49,$220,$216.4
01/03/2020,$218.93,3425706,$217.14,$219.68,$216.75
01/02/2020,$219.66,3936097,$219.08,$219.76,$217.8401
12/31/2019,$218.38,3790250,$217.1,$218.51,$216.44
12/30/2019,$217.31,3952771,$220.37,$220.49,$216.5479
12/27/2019,$219.97,3082875,$221.2,$221.79,$219.78
12/26/2019,$220.82,2650339,$220.74,$221.1532,$219.59
12/24/2019,$220.67,2260656,$219.5,$221.04,$219.22
12/23/2019,$219.21,3945353,$222,$222,$219.14
12/20/2019,$221.19,7778259,$220.59,$221.569,$219.8
12/19/2019,$220.22,5765685,$218.48,$220.77,$218.28
12/18/2019,$218,6678292,$218.21,$219.59,$217.64
12/17/2019,$217.72,7578895,$216.02,$219.45,$215.87
12/16/2019,$215.53,5851489,$214.43,$216.715,$214.3
12/13/2019,$214.08,6870348,$212.12,$214.23,$210.67
12/12/2019,$212.04,9916525,$212.5,$214.13,$210.73
12/11/2019,$212,8286340,$211.03,$213.65,$210.61
12/10/2019,$215.9,4664413,$216.52,$216.69,$215.1
12/09/2019,$216.53,5149564,$214.29,$217.88,$214.18
12/06/2019,$214.28,4194211,$214.21,$215.3595,$213.9
12/05/2019,$213,4581409,$214.36,$214.5,$211.7701
12/04/2019,$214.1,4256397,$213.5,$214.96,$213.19
12/03/2019,$214,6734092,$216.45,$216.45,$212.9305
12/02/2019,$217.62,4428499,$220.9,$221.19,$217.46
11/29/2019,$220.51,2952948,$223.3,$223.33,$220.29
11/27/2019,$223,6691487,$221.68,$223.4496,$220.664
11/26/2019,$220.76,9988417,$218.76,$220.96,$218.39
11/25/2019,$218.4,8869811,$218,$218.53,$216.88
11/22/2019,$218.03,5786478,$218.5,$219.13,$217.81
11/21/2019,$218.54,7823720,$221.94,$222.31,$218.5
11/20/2019,$220.9,10228810,$224.55,$225,$220.57
11/19/2019,$225.86,14984830,$230.6,$233.12,$225.4
11/18/2019,$238.85,5766962,$238.44,$239.3091,$236.76
11/15/2019,$237.29,3526672,$237.69,$238.05,$236.36
11/14/2019,$236.55,2283848,$235,$236.94,$234.04
11/13/2019,$234.8,2625015,$232.09,$234.9,$230.85
11/12/2019,$233.12,2991171,$232.15,$234.63,$232
11/11/2019,$231.8,2310669,$230.5,$232.28,$230.18
11/08/2019,$232.84,2088455,$232.8,$233.26,$231.6313
11/07/2019,$232.94,2832865,$234,$235.79,$231.76
11/06/2019,$234.01,2631943,$232.83,$234.04,$231.89
11/05/2019,$232.2,3624629,$234.74,$234.92,$230.27
11/04/2019,$234.92,2542426,$238.27,$238.39,$233.88
11/01/2019,$237.34,2197403,$236.07,$237.445,$235.061
10/31/2019,$234.58,2824072,$236.86,$237.39,$233.22
10/30/2019,$236.24,1956669,$233.51,$236.6,$232.88
10/29/2019,$234.14,2558004,$236.84,$237.5,$233.92
10/28/2019,$236.8,2705001,$234.95,$236.96,$234.56
10/25/2019,$234.38,2210872,$233.49,$235.42,$232.55
10/24/2019,$233.89,2184113,$234.81,$236.37,$233.07
10/23/2019,$234.67,2138451,$236.66,$237.41,$234.36
10/22/2019,$237.2,2022890,$237.3,$238.3,$236.516
10/21/2019,$236.7,2079644,$238.26,$238.99,$235.61
10/18/2019,$237.93,3663925,$236.99,$238.73,$235.64
10/17/2019,$236.77,2296853,$236.36,$238.1736,$235.51
10/16/2019,$235.9,2389282,$235.42,$236.17,$233.84
10/15/2019,$235.62,2667156,$234.69,$236.86,$234.6
10/14/2019,$234.18,2538129,$234.22,$235.485,$234.06
10/11/2019,$234.66,3479059,$234.32,$236.7,$233.76
10/10/2019,$231.61,3052401,$229.34,$232.24,$229.08
10/09/2019,$228.94,2675389,$228.5,$229.56,$226.61
10/08/2019,$226.67,3567904,$225.36,$228.78,$225.1
10/07/2019,$226.74,2967658,$227.51,$228.13,$226.05
10/04/2019,$227.93,3188709,$227.17,$229.21,$227.02
10/03/2019,$226.81,2972928,$225,$226.81,$222.12
10/02/2019,$225.55,4371896,$230.6,$230.6,$224.34
10/01/2019,$231.08,3530209,$233.01,$234.51,$230.72
09/30/2019,$232.02,3258468,$230.19,$232.59,$230.12
09/27/2019,$229.86,3152242,$231.61,$231.75,$229.13
09/26/2019,$229.79,4383280,$229.68,$231.12,$229
09/25/2019,$228.1,3969380,$226.59,$228.45,$224.5
09/24/2019,$225.41,4518353,$228.14,$230.2383,$224.78
09/23/2019,$226.25,2955323,$224.16,$227.14,$223.95
09/20/2019,$224.67,7797035,$227.99,$230.05,$224.23
09/19/2019,$228.12,3254884,$231.15,$231.4,$227.95
09/18/2019,$230.83,3423131,$230.37,$231.53,$229.01
09/17/2019,$230.21,3806137,$226.79,$230.33,$226.47
09/16/2019,$230.99,3120219,$232.73,$233.61,$230.61
09/13/2019,$233.98,3805519,$234.33,$234.97,$232.33
09/12/2019,$233.8,3366138,$233.42,$235.49,$233.11
09/11/2019,$232.66,2978346,$232.93,$233.68,$231.02
09/10/2019,$233,4210672,$232.25,$233.02,$229.7117
09/09/2019,$232.87,4449066,$231.5,$233.87,$230.075
09/06/2019,$231.13,3237893,$228.7,$231.37,$227.88
09/05/2019,$228.15,3373539,$226.3,$228.78,$226.25
09/04/2019,$224.15,3146989,$223.95,$224.15,$220.67
09/03/2019,$224.07,4139414,$226.45,$227.63,$223.38
08/30/2019,$227.91,3769326,$228.43,$229.27,$226.69
08/29/2019,$227.32,4184912,$223.9,$227.7,$223.76
08/28/2019,$221.95,3072754,$217.88,$222.09,$217.11
08/27/2019,$218.21,4313269,$219.55,$220.41,$217.91
08/26/2019,$218.65,3680273,$218.46,$219.5,$216.18
08/23/2019,$217.47,5770379,$219.9,$220.87,$216.01
08/22/2019,$221.02,4545216,$220.05,$222.655,$219.88
08/21/2019,$220.4,7940577,$218.73,$220.88,$216.76
08/20/2019,$217.09,12455060,$213.5,$217.85,$212.17
08/19/2019,$207.95,6413591,$206.98,$208.82,$205.3
08/16/2019,$203.65,4093594,$203.75,$204.43,$201.6701
08/15/2019,$201.79,4199748,$203,$203.76,$199.05
08/14/2019,$201.59,4582123,$204.46,$205.36,$201.51
08/13/2019,$208.33,3906289,$206.31,$211.62,$204.78
08/12/2019,$207.01,2004627,$208.1,$209.64,$206.15
08/09/2019,$210.02,2912078,$211.45,$212.4123,$207.95
08/08/2019,$211.57,2968173,$209.7,$211.69,$208.7201
08/07/2019,$207.91,3901105,$206.04,$208.5,$203.13
08/06/2019,$208.8,3646800,$205.01,$209.09,$204.5
08/05/2019,$204.94,4553198,$209.53,$209.99,$204.08
08/02/2019,$212.15,2884886,$211.86,$213.14,$211.0812
08/01/2019,$212.83,3431473,$214.14,$217.61,$212.02
07/31/2019,$213.69,3426412,$216.35,$217.8,$212.165
07/30/2019,$217.36,2172571,$217.52,$218.59,$216.86
07/29/2019,$218.04,2407248,$216.79,$218.27,$216.35
07/26/2019,$216.91,2675559,$215.53,$217.21,$214.1
07/25/2019,$215.55,2335396,$214.28,$215.92,$213.63
07/24/2019,$214.71,2207164,$213.19,$214.79,$213.07
07/23/2019,$213.08,2590137,$212.57,$214.13,$211.726
07/22/2019,$211.27,2765719,$213,$213.26,$210.38
07/19/2019,$213.04,3255033,$214.67,$215.23,$212.93
07/18/2019,$214.44,3069619,$215.5,$216.23,$213.01
07/17/2019,$215.61,3037577,$216.73,$217.58,$215.61
07/16/2019,$217.26,2657421,$217.3,$218.35,$216.73
07/15/2019,$218.7,3141289,$218.95,$219.2951,$216.81
07/12/2019,$218.23,4429826,$215,$218.25,$214.61
07/11/2019,$214.04,3450056,$212.25,$214.08,$211.02
07/10/2019,$210.75,3457376,$210.72,$211.32,$208.8268
07/09/2019,$212,2397527,$211.93,$213.33,$211.2
07/08/2019,$212.91,2705327,$210.98,$213.44,$210.59
